Constituency name,2024 Winner,2024 Runner-up,2024 Electorate,2024 Valid Votes,2024 Majority,2024 Result Type,2019 Winner,2019 Runner-up,2019 Electorate,2019 Valid Votes,2019 Majority,2019 Result Type,Total Population,Total Households,Female,Male,Christian,Muslim,No Religion,No Qualifications,Level 4+,White,Black,Asian,Mixed,Other,Social Rent,Private Rent,Own Outright,Detached,Flat,Employed,Unemployed,Long-term Sick,Full-time Students,Born Outside UK,Recent Migrants,Veterans,Disabled,Deprived (2+ Dimensions),2019 Vote Share,2024 Vote Share,2019 Turnout Rate,2024 Turnout Rate,Vote Share Swing,% Female,% Male,% Christian,% Muslim,% No Religion,% No Qualifications,% Level 4+,% White,% Black,% Asian,% Mixed,% Other,% Social Rent,% Private Rent,% Own Outright,% Detached,% Flat,% Employed,% Unemployed,% Long-term Sick,% Full-time Students,% Born Outside UK,% Recent Migrants,% Veterans,% Disabled,% Deprived (2+ Dimensions),Incumbent Retained,Safe Seat 2019,Safe Seat 2024,Non-White,% Non-White,Minority Ethnic,% Minority Ethnic,UK Born,% UK Born,Other Religions,% Other Religions,All Renters,% All Renters,% Highly Educated,Economically Inactive,% Economically Inactive,% Owner Occupier,% Deprived Households
Crawley,Lab,Con,75569.0,42944.0,5235.0,Lab gain from Con,Con,Lab,74207.0,49899.0,8360.0,Con hold,118493.0,45502.0,292486.0,99816.0,78572.0,469.0,797.0,34975.0,4158.0,183489.0,5359.0,10722.0,4786.0,6256.0,350.0,22334.0,51609.0,10364.0,14652.0,90504.0,85417.0,1313.0,33981.0,31750.0,1075.0,5026.0,42548.0,22743.0,0.11265783551416982,0.06927443793089759,0.6724298246796124,0.5682753510037185,-0.043383397583272226,2.4683820985205878,0.8423788747014591,0.6630940224317048,0.003958039715426228,0.0067261357210974485,0.2951651152388749,0.035090680462137,1.5485218536116057,0.04522630028778071,0.09048635784392327,0.04039057159494654,0.052796367717924265,0.002953760981661364,0.18848370789835686,0.4355447157216038,0.08746508232553822,0.12365287400943516,0.7637919539550859,0.7208611479159106,0.011080823339775345,0.2867764340509566,0.267948317622138,0.009072265872245617,0.04241600769665719,0.3590760635649363,0.19193538858835543,0,1,1,27123.0,0.22889959744457478,-64996.0,-0.5485218536116058,86743.0,0.732051682377862,38655.0,0.3262218021317715,22684.0,0.19143746888001822,0.035090680462137,163259.0,1.3777944688715789,0.4355447157216038,0.49982418355237135
Crewe And Nantwich,Lab,Con,78423.0,45986.0,9727.0,Lab gain from Con,Con,Lab,80321.0,54032.0,8508.0,Con gain from Lab,398772.0,174856.0,61565.0,20529.0,15239.0,150.0,201.0,4491.0,795.0,38909.0,1433.0,1517.0,1488.0,422.0,233.0,1819.0,11841.0,7753.0,952.0,18985.0,18418.0,500.0,7103.0,33135.0,2646.0,2015.0,6523.0,74813.0,0.10592497603366492,0.1240324904683575,0.6727007880877978,0.5863840965023016,0.01810751443469258,0.15438646645200765,0.05148054527399115,0.038214819495852266,0.0003761547952213295,0.0005040474255965815,0.011262074568926604,0.001993620414673046,0.09757204618177806,0.003593532143681101,0.0038041788290050457,0.0037314555685955884,0.0010582488238893403,0.0005842937819104651,0.004561503816717322,0.02969365953477175,0.019442187515673115,0.002387329100338038,0.04760865858184627,0.04618679345590964,0.0012538493174044315,0.017812183403047355,0.08309259426439168,0.006635370587704252,0.0050530127491398595,0.016357718194858213,0.1876084579659555,0,1,1,4860.0,0.012187415365171076,359863.0,0.9024279538182219,365637.0,0.9169074057356084,383182.0,0.9609049782833298,2052.0,0.005145797598627788,0.001993620414673046,32544.0,0.08161054437121965,0.02969365953477175,0.4278549206203962
Croydon South,Con,Lab,74889.0,48593.0,2313.0,Con hold,Con,Lab,83982.0,59358.0,12339.0,Con hold,390719.0,152946.0,171001.0,57471.0,46393.0,433.0,604.0,13058.0,2143.0,108773.0,2216.0,4690.0,4282.0,1328.0,995.0,6363.0,32045.0,16180.0,3995.0,59526.0,57881.0,1313.0,18791.0,121043.75,3493.0,4315.0,17296.0,73407.0,0.14692434093019932,0.03088571085206105,0.7067943130670858,0.6488669898115879,-0.11603863007813828,0.4376572421612463,0.14709036417476498,0.118737507006314,0.0011082133195467843,0.0015458680023239207,0.03342043770587046,0.005484760147318149,0.27839188777612556,0.00567159518733412,0.012003511474998656,0.010959282758197067,0.0033988620978247794,0.002546587189258777,0.01628536109070713,0.08201546379879146,0.04141083489669046,0.010224739518682224,0.15234989852042005,0.14813971165978618,0.0033604713361776624,0.04809338680739867,0.3097974503415498,0.0089399286955587,0.011043742433820725,0.044267107563235986,0.18787670934866232,1,1,0,12516.0,0.03203325151835462,281946.0,0.7216081122238744,269675.25,0.6902025496584502,343289.0,0.8786084116718152,7358.0,0.01883194827996591,0.005484760147318149,95281.0,0.2438606773665985,0.08201546379879146,0.47995370915224983
Dagenham And Rainham,Lab,RUK,76475.0,38112.0,7173.0,Lab hold,Lab,Con,71045.0,43735.0,293.0,Lab hold,218869.0,73902.0,183586.0,62328.0,50655.0,289.0,514.0,19448.0,2687.0,118366.0,2521.0,3357.0,3688.0,1068.0,437.0,7413.0,36793.0,20332.0,3355.0,58015.0,55900.0,1247.0,20046.0,90387.0,2182.0,4108.0,24469.0,41486.0,0.004124146667605039,0.09379535796011769,0.6155957491730594,0.4983589408303367,0.08967121129251265,0.838793981788193,0.2847730834426072,0.23143981102851477,0.00132042454618973,0.002348436736129831,0.08885680475535594,0.012276750019418008,0.5408075149975556,0.011518305470395533,0.01533794187390631,0.016850262028884858,0.0048796311949156805,0.0019966281200169966,0.033869574951226535,0.16810512224207175,0.09289575042605394,0.015328803987773509,0.2650672319972221,0.25540391741178514,0.005697472003801361,0.0915890327090634,0.41297305694273745,0.00996943377088578,0.018769218116773047,0.1117974678917526,0.18954717205268906,1,0,1,10634.0,0.04858614056810238,100503.0,0.45919248500244436,128482.0,0.5870269430572626,167411.0,0.7648913276891657,7850.0,0.03586620307124353,0.012276750019418008,101662.0,0.4644878900164025,0.16810512224207175,0.5613650510135044
Darlington,Lab,Con,70672.0,42378.0,2298.0,Lab gain from Con,Con,Lab,66397.0,43498.0,3294.0,Con gain from Lab,107799.0,48918.0,160569.0,55033.0,42780.0,344.0,404.0,16972.0,2253.0,101725.0,1984.0,6448.0,2944.0,1864.0,190.0,7931.0,30696.0,9331.0,5271.0,50768.0,48103.0,892.0,18813.0,8426.0,518.0,4324.0,21104.0,23328.0,0.04961067518110758,0.03251641385555807,0.6551199602391674,0.5996434231378764,-0.01709426132554951,1.4895221662538614,0.5105149398417425,0.3968496924832327,0.003191124221931558,0.003747715655989388,0.15744116364715813,0.02090000834887151,0.9436543938255457,0.01840462341951224,0.05981502611341478,0.02731008636443752,0.01729144055139658,0.0017625395411831279,0.07357211105854414,0.28475217766398575,0.08655924451989351,0.04889655748198035,0.47095056540413177,0.44622862920806317,0.008274659319659736,0.17451924414883255,0.07816399038952124,0.004805239380699264,0.040111689347767605,0.1957717604059407,0.21640274956168423,0,0,0,13240.0,0.12282117644876112,6074.0,0.05634560617445431,99373.0,0.9218360096104787,64271.0,0.5962114676388464,8121.0,0.07533465059972727,0.02090000834887151,88912.0,0.8247942930824961,0.28475217766398575,0.47687967619281246
Dartford,Lab,Con,75426.0,44488.0,1192.0,Lab gain from Con,Con,Lab,82209.0,54023.0,19160.0,Con hold,116753.0,45696.0,439626.0,149926.0,116749.0,964.0,1207.0,37081.0,5448.0,254565.375,10283.0,45287.0,15336.0,9384.0,1486.0,16849.0,78582.625,27416.0,16692.0,142922.0,137018.0,2905.0,51652.0,22976.0,778.0,5898.0,53493.0,20469.0,0.23306450631925946,0.015803569061066475,0.6571421620503838,0.5898231379100045,-0.21726093725819298,3.765436434181563,1.284129743989448,0.9999657396383819,0.008256747149966168,0.010338064118266769,0.317602117290348,0.04666261252387519,2.1803754507378827,0.08807482462977397,0.3878872491499148,0.1313542264438601,0.0803748083561022,0.01272772434113042,0.14431320822591281,0.673067287350218,0.2348205185305731,0.14296848903240172,1.2241398507961252,1.1735715570477847,0.024881587625157384,0.4424040495747433,0.19679151713446336,0.006663640334723733,0.05051690320591334,0.45817238100948154,0.1753188354903086,0,1,0,80290.0,0.6876911085796511,-137812.375,-1.1803754507378825,93777.0,0.8032084828655367,-2167.0,-0.01856055090661482,18335.0,0.15704093256704324,0.04666261252387519,245068.0,2.099029575257167,0.673067287350218,0.44793855042016806
Daventry,Con,Lab,80879.0,53082.0,3012.0,Con hold,Con,Lab,77423.0,57403.0,26080.0,Con hold,359525.0,148918.0,152494.0,51510.0,43173.0,199.0,399.0,17066.0,2082.0,99367.0,1210.0,2276.0,2340.0,380.0,270.0,8597.0,32426.0,16871.0,2392.0,47285.0,45662.0,970.0,15461.0,55571.0,2529.0,2774.0,21748.0,71013.0,0.33685080660785555,0.03724081652839427,0.7414205081177427,0.6563137526428369,-0.29960999007946126,0.42415409220499267,0.1432723732702872,0.12008344343230652,0.0005535081009665531,0.0011097976496766567,0.04746818719143314,0.005790974202072178,0.2763841179333843,0.0033655517696961268,0.006330575064320979,0.006508587719908213,0.001056950142549197,0.0007509908907586399,0.023912106251303803,0.0901912245323691,0.04692580488144079,0.006653223002572839,0.13152075655378626,0.12700646686600375,0.0026980043112440023,0.04300396356303456,0.15456783255684584,0.00703428134343926,0.007715736040609137,0.06049092552673667,0.19751894861275293,1,1,0,6206.0,0.017261664696474516,260158.0,0.7236158820666156,303954.0,0.8454321674431542,315754.0,0.8782532508170503,8867.0,0.024663097142062444,0.005790974202072178,83841.0,0.23319936026701898,0.0901912245323691,0.4768597483178662
Derby North,Lab,Con,71879.0,40919.0,8915.0,Lab gain from Con,Con,Lab,73199.0,47017.0,2540.0,Con gain from Lab,261364.0,105652.0,154778.0,52360.0,46066.0,265.0,499.0,17380.0,2170.0,98857.0,2457.0,4263.0,2996.0,848.0,158.0,9967.0,30073.0,11874.0,4885.0,48614.0,46597.0,671.0,16294.0,51194.0,2173.0,2867.0,23838.0,52264.0,0.034699927594639274,0.1240278801875374,0.6423175179988798,0.5692761446319509,0.08932795259289812,0.5921932630354602,0.20033363431842183,0.1762522765185718,0.0010139116328185978,0.0019092147350055861,0.06649729878636691,0.00830259714421267,0.3782349520209363,0.009400682572963377,0.01631058600266295,0.011462940573300072,0.003244517225019513,0.000604520898057881,0.03813455563887911,0.1150617529575611,0.045430893313539736,0.0186904087785617,0.18600113252016345,0.17828392586584227,0.0025673007759293553,0.06234217413262729,0.19587242313401998,0.008314075389112502,0.010969376042607245,0.09120613397407447,0.19996633048162715,0,0,1,10564.0,0.04041872637394592,162507.0,0.6217650479790637,210170.0,0.80412757686598,214534.0,0.820824597113604,10125.0,0.03873907653693699,0.00830259714421267,87400.0,0.3343995347484734,0.1150617529575611,0.4946806496800818
Derby South,Lab,RUK,72944.0,31902.0,6002.0,Lab hold,Lab,Con,73062.0,42462.0,6019.0,Lab hold,261364.0,105652.0,154778.0,52360.0,46066.0,265.0,499.0,17380.0,2170.0,98857.0,2457.0,4263.0,2996.0,848.0,158.0,9967.0,30073.0,11874.0,4885.0,48614.0,46597.0,671.0,16294.0,51194.0,2173.0,2867.0,23838.0,52264.0,0.08238208644712709,0.08228229874972581,0.5811776299581177,0.4373491993858302,-9.978769740127957e-05,0.5921932630354602,0.20033363431842183,0.1762522765185718,0.0010139116328185978,0.0019092147350055861,0.06649729878636691,0.00830259714421267,0.3782349520209363,0.009400682572963377,0.01631058600266295,0.011462940573300072,0.003244517225019513,0.000604520898057881,0.03813455563887911,0.1150617529575611,0.045430893313539736,0.0186904087785617,0.18600113252016345,0.17828392586584227,0.0025673007759293553,0.06234217413262729,0.19587242313401998,0.008314075389112502,0.010969376042607245,0.09120613397407447,0.19996633048162715,1,1,1,10564.0,0.04041872637394592,162507.0,0.6217650479790637,210170.0,0.80412757686598,214534.0,0.820824597113604,10125.0,0.03873907653693699,0.00830259714421267,87400.0,0.3343995347484734,0.1150617529575611,0.4946806496800818
Derbyshire Dales,Lab,Con,73324.0,50586.0,350.0,Lab gain from Con,Con,Lab,65080.0,50016.0,17381.0,Con hold,126206.0,56277.0,226550.0,75098.0,63176.0,499.0,810.0,19207.0,3484.0,146847.0,1306.0,3542.0,3440.0,898.0,947.0,6898.0,48195.0,25712.0,6069.0,67569.0,65374.0,1867.0,21957.0,4724.0,330.0,6969.0,29413.0,26757.0,0.26707129686539643,0.004773334788063935,0.7685310387215735,0.6898968959685778,-0.2622979620773325,1.7950810579528707,0.5950430248958053,0.5005784194095367,0.0039538532240939415,0.006418078379791769,0.15218769313661792,0.027605660586659905,1.1635500689349159,0.010348160943219815,0.028065226692867217,0.027257024230226773,0.0071153510926580356,0.007503605216867661,0.05465667242444892,0.38187566359761027,0.20373040901383452,0.04808804652710648,0.535386590177963,0.5179943901240829,0.014793274487742262,0.17397746541368872,0.037430866995230024,0.0026147726732484986,0.05521924472687511,0.2330554807219942,0.21201052247912144,0,1,0,9186.0,0.07278576295897184,-20641.0,-0.16355006893491594,121482.0,0.96256913300477,61721.0,0.4890496489865775,7845.0,0.062160277641316576,0.027605660586659905,118611.0,0.939820610747508,0.38187566359761027,0.4754517831440908
Doncaster Central,Lab,Con,74678.0,36444.0,9551.0,Lab hold,Lab,Con,71389.0,41581.0,2278.0,Lab hold,308106.0,133482.0,143267.0,49037.0,32066.0,217.0,298.0,16609.0,2011.0,94667.0,379.0,1321.0,1254.0,470.0,241.0,8313.0,30046.0,12474.0,2519.0,45104.0,43507.0,1085.0,14409.0,32116.0,1456.0,3097.0,19205.0,68664.0,0.03190967796159072,0.12789576582125928,0.5824566810012747,0.4880152119767535,0.09598608785966856,0.46499256749300566,0.15915626440251082,0.10407457173829786,0.0007043030645297397,0.000967199600137615,0.05390677234458271,0.0065269744828078645,0.3072546461282805,0.0012300961357454901,0.004287485475777817,0.004070027847558957,0.0015254490337740906,0.0007821983343394806,0.026980974080348972,0.09751838652931134,0.04048606648361278,0.008175757693780712,0.14639117706243954,0.14120789598384972,0.003521515322648699,0.046766372612023134,0.10423685355040148,0.004725646368457609,0.010051735441698637,0.062332444029003,0.22285836692566843,1,0,1,3424.0,0.011113058492856355,213439.0,0.6927453538717194,275990.0,0.8957631464495985,275525.0,0.8942539255970348,8554.0,0.027763172414688453,0.0065269744828078645,78206.0,0.2538282279475246,0.09751838652931134,0.5144064368229424
Doncaster North,Lab,Con,69759.0,26402.625,9126.0,Lab hold,Lab,Con,72362.0,40698.0,2370.0,Lab hold,308106.0,133482.0,143267.0,49037.0,32066.0,217.0,298.0,16609.0,2011.0,94667.0,379.0,1321.0,1254.0,470.0,241.0,8313.0,30046.0,12474.0,2519.0,45104.0,43507.0,1085.0,14409.0,32116.0,1456.0,3097.0,19205.0,68664.0,0.032751996904452615,0.1308218294413624,0.5624222658301319,0.37848342149400077,0.09806983253690978,0.46499256749300566,0.15915626440251082,0.10407457173829786,0.0007043030645297397,0.000967199600137615,0.05390677234458271,0.0065269744828078645,0.3072546461282805,0.0012300961357454901,0.004287485475777817,0.004070027847558957,0.0015254490337740906,0.0007821983343394806,0.026980974080348972,0.09751838652931134,0.04048606648361278,0.008175757693780712,0.14639117706243954,0.14120789598384972,0.003521515322648699,0.046766372612023134,0.10423685355040148,0.004725646368457609,0.010051735441698637,0.062332444029003,0.22285836692566843,1,0,1,3424.0,0.011113058492856355,213439.0,0.6927453538717194,275990.0,0.8957631464495985,275525.0,0.8942539255970348,8554.0,0.027763172414688453,0.0065269744828078645,78206.0,0.2538282279475246,0.09751838652931134,0.5144064368229424
Dulwich And West Norwood,Lab,Green,74259.0,45082.0,18789.0,Lab hold,Lab,Green,80331.0,55778.0,27310.0,Lab hold,307637.0,130818.0,131115.0,45043.0,30654.0,458.0,450.0,10528.0,1964.0,73557.0,4158.0,17472.0,6226.0,3356.0,506.0,4499.0,23141.0,9032.0,6922.0,42374.0,40532.0,870.0,20277.0,121043.75,5870.0,1494.0,12842.0,60835.0,0.3399683808243393,0.25301983597947725,0.6943521181113145,0.6070913963290645,-0.08694854484486203,0.42620035951462276,0.14641606828827483,0.09964341090310984,0.0014887676059771745,0.0014627629316369619,0.034222151431719854,0.0063841475505222066,0.23910322880537777,0.013515929488325527,0.05679420875902443,0.020238137805270496,0.010908960885719209,0.0016447956520184504,0.01462437873207709,0.07522177111335762,0.029359277330100086,0.022500544472868998,0.13774025881152138,0.13175268254468742,0.002828008334498126,0.0659120976995615,0.3934629124585144,0.019080929797131035,0.004856372933034713,0.04174400348462636,0.1977492954358546,1,1,1,31212.0,0.10145723693833966,234080.0,0.7608967711946222,186593.25,0.6065370875414856,276075.0,0.897405058559276,5005.0,0.01626917438409554,0.0063841475505222066,74521.0,0.2422367920633734,0.07522177111335762,0.4650353926829641
Dwyfor Meirionnydd,PC,Lab,73040.0,40098.0,15876.0,PC hold,PC,Con,56664.5,32546.375,4740.0,PC hold,117393.0,51105.0,174792.0,59994.0,51941.0,426.0,770.0,15937.0,2416.0,112987.0,1576.0,4374.0,2666.0,1182.0,150.0,8557.0,33428.0,17732.0,3098.0,52292.0,49852.0,1576.0,23962.0,6358.0,717.0,3214.0,22511.0,24104.0,0.08365025721571707,0.2173603504928806,0.5743697553141738,0.548986856516977,0.13371009327716354,1.4889473818711507,0.5110526181288493,0.44245397936844616,0.003628836472362066,0.006559164515771809,0.13575766868552638,0.02058044346766843,0.9624679495370252,0.013424991268644638,0.03725946180777389,0.022710042336425512,0.010068743451483479,0.0012777593212542485,0.07289191007981737,0.2847529239392468,0.15104818856320223,0.026389989181637746,0.4454439361801811,0.42465905122111197,0.013424991268644638,0.2041177923726287,0.05415995843023008,0.006107689555595308,0.027378123056741033,0.1917576005383626,0.20532740453008272,1,0,1,9798.0,0.08346323886432752,4406.0,0.037532050462974795,111035.0,0.9458400415697699,64256.0,0.54735801964342,8707.0,0.07416966940107161,0.02058044346766843,97901.0,0.8339594354007479,0.2847529239392468,0.47165639369924667
Ealing Central And Acton,Lab,Con,78436.0,45290.0,13995.0,Lab hold,Lab,Con,75510.0,54807.0,13300.0,Lab hold,367115.0,133659.0,173791.0,58387.0,50786.0,601.0,1409.0,15504.0,2313.0,112351.0,1325.0,3239.0,3332.0,810.0,605.0,6051.0,34541.0,16137.0,4033.0,56449.0,54507.0,1358.0,19389.0,121043.75,5870.0,3559.0,20612.0,65927.0,0.1761356111773275,0.17842572288234995,0.7258243941199841,0.5774134326074761,0.0022901117050224407,0.47339661958786755,0.1590428067499285,0.13833812293150646,0.001637089195483704,0.003838034403388584,0.04223199814771938,0.006300478051836618,0.30603761764024895,0.0036092232679133243,0.008822848426242457,0.00907617504051864,0.0022063930920828622,0.0016479849638396688,0.016482573580485677,0.09408768369584462,0.0439562534900508,0.010985658444901462,0.15376380698146358,0.1484739114446427,0.0036991133568500334,0.05281451316345014,0.3297161652343271,0.015989540062378273,0.009694509894719639,0.056145894338286366,0.17958133010092206,1,1,1,8706.0,0.023714639826757283,254764.0,0.693962382359751,246071.25,0.6702838347656729,314319.0,0.8561867534696213,6656.0,0.018130558544325347,0.006300478051836618,95866.0,0.2611334323032292,0.09408768369584462,0.4932477423892143
Ealing North,Lab,Con,74820.0,39354.0,12519.0,Lab hold,Lab,Con,74473.0,49631.0,12269.0,Lab hold,367115.0,133659.0,173791.0,58387.0,50786.0,601.0,1409.0,15504.0,2313.0,112351.0,1325.0,3239.0,3332.0,810.0,605.0,6051.0,34541.0,16137.0,4033.0,56449.0,54507.0,1358.0,19389.0,121043.75,5870.0,3559.0,20612.0,65927.0,0.16474426973534032,0.1673215717722534,0.6664294442281096,0.5259823576583801,0.0025773020369130872,0.47339661958786755,0.1590428067499285,0.13833812293150646,0.001637089195483704,0.003838034403388584,0.04223199814771938,0.006300478051836618,0.30603761764024895,0.0036092232679133243,0.008822848426242457,0.00907617504051864,0.0022063930920828622,0.0016479849638396688,0.016482573580485677,0.09408768369584462,0.0439562534900508,0.010985658444901462,0.15376380698146358,0.1484739114446427,0.0036991133568500334,0.05281451316345014,0.3297161652343271,0.015989540062378273,0.009694509894719639,0.056145894338286366,0.17958133010092206,1,1,1,8706.0,0.023714639826757283,254764.0,0.693962382359751,246071.25,0.6702838347656729,314319.0,0.8561867534696213,6656.0,0.018130558544325347,0.006300478051836618,95866.0,0.2611334323032292,0.09408768369584462,0.4932477423892143
Easington,Lab,RUK,69395.0,32743.0,6542.0,Lab hold,Lab,Con,61182.0,34583.0,6581.0,Lab hold,522068.0,223607.0,191491.0,65467.0,45261.0,291.0,453.0,21865.0,2691.0,123976.0,1894.0,3333.0,3582.0,1528.0,429.0,13619.0,33840.0,11746.0,5317.0,60121.0,57286.0,786.0,23160.0,22892.0,2657.0,3630.0,28382.0,114028.875,0.10756431630218038,0.09427192160818502,0.5652479487430944,0.4718351466243966,-0.01329239469399536,0.36679321467701526,0.1253993732617207,0.08669560287165656,0.0005573986530490281,0.0008677030578392087,0.04188151735023024,0.0051545009462368886,0.23747098079177426,0.0036278798930407534,0.006384225809664641,0.006861175172582882,0.0029268217933296047,0.0008217320349073301,0.02608664005455228,0.06481914233394884,0.02249898480657692,0.01018449703869994,0.11515932790364473,0.10972900081981657,0.0015055510010190244,0.04436203712926286,0.043848694039856875,0.005089375330416727,0.006953117218446639,0.05436456553552411,0.21841766781338828,1,1,1,10337.0,0.01980010266861788,398092.0,0.7625290192082258,499176.0,0.9561513059601431,476063.0,0.9118792954174552,14048.0,0.02690837208945961,0.0051545009462368886,109614.0,0.20996115448562255,0.06481914233394884,0.5099521705492225
East Ham,Lab,Green,79219.0,30222.0,12863.0,Lab hold,Lab,Con,88319.0,54628.0,33176.0,Lab hold,351036.0,115507.0,213830.0,73470.0,56969.0,991.0,677.0,13540.0,2783.0,124788.0,5625.0,21033.0,8772.0,5386.0,729.0,7066.0,36984.0,18664.0,8404.0,69090.0,66635.0,1588.0,34130.0,121043.75,5870.0,3038.0,19516.0,62526.0,0.3756383111221821,0.16237266312374557,0.618530554014425,0.38149938777313525,-0.21326564799843653,0.609139803325015,0.20929477318565617,0.1622881983614216,0.0028230722774872092,0.0019285771259927756,0.03857154251985551,0.007927961804487288,0.35548490753085155,0.016023997538713978,0.05991693159675931,0.024988890028373158,0.01534315568773573,0.0020767100810173316,0.020128989619298307,0.10535671555054182,0.053168336011121364,0.02394056450050707,0.1968174204355109,0.18982383573194772,0.0045237525495960525,0.09722649528823255,0.3448186225914151,0.01672193165373352,0.008654383026242322,0.055595437504985246,0.17811848357433427,1,1,1,40816.0,0.11627297485158217,226248.0,0.6445150924691485,229992.25,0.6551813774085848,292399.0,0.8329601522350984,7795.0,0.022205699700315638,0.007927961804487288,121869.0,0.34716952107476157,0.10535671555054182,0.5413178422086973
East Hampshire,Con,LD,70659.0,49490.0,1275.0,Con hold,Con,LD,76478.0,56895.0,19696.0,Con hold,125744.0,52718.0,177740.0,61934.0,44307.0,890.0,819.0,13975.0,2672.0,94298.0,16814.0,22543.0,9862.0,5408.0,647.0,11714.0,26176.0,9217.0,9820.0,56879.0,54551.0,1183.0,29171.0,12007.0,718.0,1792.0,17906.0,21640.0,0.25753811553649414,0.01804441047849531,0.7439394335625932,0.7004061761417513,-0.23949370505799883,1.413506807481868,0.49254039954192647,0.35235876065657207,0.007077872502862959,0.006513233235780634,0.11113850362641557,0.021249522840055986,0.7499204733426644,0.13371612164397506,0.1792769436315053,0.07842918946430844,0.04300801628705942,0.005145374729609365,0.09315752640285023,0.20816897824150654,0.07329972006616618,0.07809517750349917,0.45233967425881155,0.4338258684310981,0.009408003562794249,0.23198721211350046,0.09548765746278152,0.005710013996691691,0.014251176994528566,0.1424004326250159,0.1720956864741061,1,1,0,54627.0,0.4344302710268482,31446.0,0.2500795266573355,113737.0,0.9045123425372185,79728.0,0.6340501336047843,12361.0,0.0983029011324596,0.021249522840055986,102811.0,0.8176215167324087,0.20816897824150654,0.41048598201752723
East Surrey,Con,Lab,73307.0,47724.0,7450.0,Con hold,Con,LD,83148.0,59690.0,24040.0,Con hold,150846.0,59849.0,483474.0,163502.0,116404.0,798.0,1463.0,58509.625,7608.0,254565.375,21955.0,56348.0,18382.0,8968.0,618.0,26021.0,78582.625,29595.0,16425.0,150144.0,141576.0,2256.0,57583.0,24632.0,1222.0,6166.0,61949.125,24373.0,0.289123009573291,0.10162740256728553,0.7178765574637995,0.6510155919625684,-0.18749560700600548,3.2050833300186947,1.0839001365631173,0.77167442292139,0.005290163477984169,0.009698633042970977,0.38787654296434776,0.05043554353446562,1.687584523288652,0.14554578841997798,0.37354653089906265,0.12185937976479323,0.059451360990679235,0.004096893520544131,0.17250043090304018,0.520946031051536,0.19619346883576627,0.10888588361640349,0.9953462471659839,0.9385465971918381,0.014955650133248479,0.38173368866260954,0.1632923643981279,0.008100977155509592,0.04087612531986264,0.41067794306776445,0.1615753815149225,1,1,1,105653.0,0.700403060074513,-103719.375,-0.687584523288652,126214.0,0.8367076356018721,32181.0,0.21333678055765481,26639.0,0.1765973244235843,0.05043554353446562,263364.125,1.7459138790554605,0.520946031051536,0.40724155792076727
East Worthing And Shoreham,Lab,Con,74738.0,48316.0,9519.0,Lab gain from Con,Con,Lab,75194.0,53128.0,7474.0,Con hold,64544.0,27678.0,570523.875,195528.375,131095.375,996.0,1663.0,58509.625,8793.375,254565.375,25953.375,68808.0,23688.5,13012.0,676.0,26288.0,78582.625,38454.5,17060.0,181106.75,169888.25,3276.375,88920.0,5243.0,233.0,8495.875,61949.125,14066.0,0.09939622842248051,0.1273649281490005,0.7065457350320504,0.6464716743825095,0.027968699726519983,8.839301484258801,3.029381119856222,2.0311008769211703,0.015431333663857214,0.02576536936043629,0.9065075762270699,0.1362384574863659,3.944059478805156,0.40210360374318294,1.0660634605850272,0.3670132002974715,0.20159890927119484,0.010473475458601883,0.4072880515617253,1.2175047254586018,0.5957873698562222,0.26431581556767475,2.805942457858205,2.6321307944967773,0.05076188336638572,1.3776648487853247,0.08123140803173029,0.003609940505701537,0.13162919868616757,0.959796805280119,0.2179288547347546,0,1,1,131461.875,2.0367791738968766,-190021.375,-2.944059478805156,59301.0,0.9187685919682697,-69210.375,-1.0722975799454635,26964.0,0.4177615270203272,0.1362384574863659,324033.75,5.020354331928607,1.2175047254586018,0.5082014596430378
Eastbourne,LD,Con,72590.0,45451.0,12204.0,LD gain from Con,Con,LD,79307.0,55134.0,4331.0,Con gain from LD,101686.0,45610.0,119219.0,39753.0,30310.0,288.0,407.0,9778.0,1691.0,76779.0,936.0,2572.0,2238.0,552.0,451.0,5001.0,24773.0,15441.0,2731.0,36543.0,35155.0,964.0,12553.0,15448.0,794.0,2599.0,15144.0,23786.0,0.05461056401074306,0.16812233089957293,0.6951971452709093,0.6261330761812922,0.11351176688882987,1.1724229490785358,0.39093877229903823,0.29807446452805697,0.002832248293767087,0.004002517554038904,0.09615876325157839,0.016629624530417168,0.7550596935664693,0.009204806954743032,0.025293550734614402,0.022008929449481737,0.005428475896386916,0.0044352221544755425,0.04918081151780973,0.24362252424129183,0.15184981216686663,0.02685718781346498,0.35937100485809254,0.3457211415534095,0.009480164427748166,0.12344865566548001,0.1519186515351179,0.007808351198788427,0.025559074012155066,0.14892905611391932,0.23391617331786085,0,0,1,6298.0,0.06193576303522609,24907.0,0.24494030643353068,86238.0,0.848081348464882,70681.0,0.6950907696241371,5452.0,0.05361603367228527,0.016629624530417168,63816.0,0.627579017760557,0.24362252424129183,0.5215084411313309
